期刊名称,简称,CCF等级,CCF领域,中科院大类,中科院大类分区,中科院 Top,WOS索引,中科院小类分区,特殊标注,数据来源,JCR类别,JCR影响因子2024,JCR分区2024
Internetworking Indonesia,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::4区 [131/131]",,中科院2025,,,
Inventions,,,,工程技术,4区,否,ESCI,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::4区 [61/179]",,中科院2025,,,
Inzynieria Mineralna-Journal of the Polish Mineral Engineering Society,,,,工程技术,4区,否,ESCI,MINING & MINERAL PROCESSING 矿业与矿物加工::4区 [32/32],,中科院2025,,,
IPSI BgD Transactions on Internet Research,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [227/249]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI)",0.2,Q4
IRANIAN JOURNAL OF CHEMISTRY & CHEMICAL ENGINEERING-INTERNATIONAL ENGLISH EDITION,,,,工程技术,4区,否,SCIE,"CHEMISTRY, MULTIDISCIPLINARY 化学：综合::4区 [192/230] | ENGINEERING, CHEMICAL 工程：化工::4区 [140/169]",,中科院2025,,,
Iranian Journal of Science and Technology-Transactions of Electrical Engineering,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [276/352]",,中科院2025,,,
Iranian Journal of Science and Technology-Transactions of Mechanical Engineering,,,,工程技术,4区,否,SCIE,"ENGINEERING, MECHANICAL 工程：机械::4区 [121/181]",,中科院2025,,,
ISA TRANSACTIONS,,,,计算机科学,2区,是,SCIE,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::1区 [9/179] | INSTRUMENTS & INSTRUMENTATION 仪器仪表::1区 [4/76] | AUTOMATION & CONTROL SYSTEMS 自动化与控制系统::2区 [12/83]",,中科院2025|JCR2024,"AUTOMATION & CONTROL SYSTEMS(SCIE);ENGINEERING, MULTIDISCIPLINARY(SCIE);INSTRUMENTS & INSTRUMENTATION(SCIE)",6.5,Q1
ISeCure-ISC International Journal of Information Security,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [224/249]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI)",0.5,Q4
ISI Bilimi ve Teknigi Dergisi-Journal of Thermal Science and Technology,,,,工程技术,4区,否,SCIE,"ENGINEERING, MECHANICAL 工程：机械::4区 [174/181] | THERMODYNAMICS 热力学::4区 [77/78]",,中科院2025,,,
ISSUES IN SCIENCE AND TECHNOLOGY,,,,工程技术,4区,否,SSCI;SCIE,"ENGINEERING, INDUSTRIAL 工程：工业::4区 [61/70] | ENGINEERING, MULTIDISCIPLINARY 工程：综合::4区 [92/179] | MULTIDISCIPLINARY SCIENCES 综合性期刊::4区 [76/131] | SOCIAL ISSUES 社会问题::4区 [55/66]",,中科院2025,,,
IT Professional,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [169/249] | COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::4区 [96/131] | TELECOMMUNICATIONS 电信学::4区 [76/119]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE);TELECOMMUNICATIONS(SCIE)",2.6,Q2
IT-Information Technology,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [186/249]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI)",1.3,Q3
Italian Geotechnical Journal-Rivista Italiana di Geotecnica,,,,工程技术,4区,否,ESCI,"ENGINEERING, GEOLOGICAL 工程：地质::4区 [60/65]",,中科院2025,,,
ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS,,,,工程技术,4区,否,SCIE,"ENGINEERING, CIVIL 工程：土木::4区 [168/180] | TRANSPORTATION SCIENCE & TECHNOLOGY 运输科技::4区 [69/71]",,中科院2025,,,
ITE Transactions on Media Technology and Applications,,,,工程技术,4区,否,ESCI,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [312/352]",,中科院2025,,,
JASA Express Letters,,,,工程技术,4区,否,ESCI,ACOUSTICS 声学::4区 [22/40] | AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY 听力学与言语病理学::4区 [25/35],,中科院2025,,,
JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,,,,工程技术,3区,否,SSCI,"SOCIAL SCIENCES, INTERDISCIPLINARY 社会科学：跨领域::3区 [61/263]",,中科院2025,,,
JOHNS HOPKINS APL TECHNICAL DIGEST,,,,工程技术,4区,否,ESCI,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::4区 [159/179]",,中科院2025,,,
Jordan Journal of Civil Engineering,,,,工程技术,4区,否,ESCI,"ENGINEERING, CIVIL 工程：土木::4区 [142/180]",,中科院2025,,,
Jordan Journal of Electrical Engineering,,,,工程技术,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [220/249] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [314/352]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI);ENGINEERING, ELECTRICAL & ELECTRONIC(ESCI)",0.7,Q4
Jordan Journal of Mechanical and Industrial Engineering,,,,工程技术,4区,否,ESCI,"ENGINEERING, MECHANICAL 工程：机械::4区 [102/181]",,中科院2025,,,
Jordanian Journal of Computers and Information Technology,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [229/249] | TELECOMMUNICATIONS 电信学::4区 [112/119]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI);TELECOMMUNICATIONS(ESCI)",1.2,Q4
Journal of Active and Passive Electronic Devices,,,,工程技术,4区,否,ESCI,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [345/352]",,中科院2025,,,
Journal of Advanced Computational Intelligence and Intelligent Informatics,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::4区 [182/196]",,中科院2025|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(ESCI)",0.8,Q4
Journal of Advanced Concrete Technology,,,,工程技术,4区,否,SCIE,"CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术::4区 [61/91] | ENGINEERING, CIVIL 工程：土木::4区 [125/180] | MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合::4区 [334/436]",,中科院2025,,,
Journal of Advanced Manufacturing Systems,,,,工程技术,4区,否,ESCI,"ENGINEERING, MANUFACTURING 工程：制造::4区 [62/70]",,中科院2025,,,
Journal of Advanced Mechanical Design Systems and Manufacturing,,,,工程技术,4区,否,SCIE,"ENGINEERING, MANUFACTURING 工程：制造::4区 [64/70] | ENGINEERING, MECHANICAL 工程：机械::4区 [156/181]",,中科院2025,,,
Journal of Advanced Simulation in Science and Engineering,,,,工程技术,4区,否,ESCI,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::4区 [131/179]",,中科院2025,,,
JOURNAL OF ADVANCED TRANSPORTATION,,,,工程技术,4区,否,SCIE,"ENGINEERING, CIVIL 工程：土木::4区 [101/180] | TRANSPORTATION SCIENCE & TECHNOLOGY 运输科技::4区 [45/71]",,中科院2025,,,
Journal of Advances in Information Technology,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [202/249] | COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS 计算机：跨学科应用::4区 [156/172]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI);COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(ESCI)",1.5,Q3
Journal of Aeronautics Astronautics and Aviation,,,,工程技术,4区,否,ESCI,"ENGINEERING, AEROSPACE 工程：宇航::4区 [41/53]",,中科院2025,,,
JOURNAL OF AEROSPACE ENGINEERING,,,,工程技术,4区,否,SCIE,"ENGINEERING, AEROSPACE 工程：宇航::4区 [27/53] | ENGINEERING, CIVIL 工程：土木::4区 [103/180]",,中科院2025,,,
Journal of Aerospace Information Systems,,,,工程技术,4区,否,SCIE,"ENGINEERING, AEROSPACE 工程：宇航::4区 [29/53]",,中科院2025,,,
Journal of Aerospace Technology and Management,,,,工程技术,4区,否,ESCI,"ENGINEERING, AEROSPACE 工程：宇航::4区 [43/53]",,中科院2025,,,
JOURNAL OF AIR TRANSPORT MANAGEMENT,,,,工程技术,2区,否,SSCI,TRANSPORTATION 交通运输::3区 [17/58],,中科院2025,,,
JOURNAL OF AIRCRAFT,,,,工程技术,3区,否,SCIE,"ENGINEERING, AEROSPACE 工程：宇航::3区 [17/53]",,中科院2025,,,
Journal of Algorithms & Computational Technology,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS 计算机：跨学科应用::4区 [167/172]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(ESCI)",1.7,Q4
Journal of Ambient Intelligence and Smart Environments,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::4区 [145/196] | COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [172/249] | TELECOMMUNICATIONS 电信学::4区 [81/119]",,中科院2025|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);TELECOMMUNICATIONS(SCIE)",2,Q3
Journal of Applied and Computational Mechanics,,,,工程技术,3区,否,ESCI,MECHANICS 力学::4区 [87/171],,中科院2025,,,
Journal of Applied Engineering Sciences,,,,工程技术,4区,否,ESCI,"ENGINEERING, CIVIL 工程：土木::4区 [157/180]",,中科院2025,,,
Journal of Applied Fluid Mechanics,,,,工程技术,4区,否,SCIE,MECHANICS 力学::4区 [131/171] | THERMODYNAMICS 热力学::4区 [53/78],,中科院2025,,,
Journal of Applied Mechanics and Technical Physics,,,,工程技术,4区,否,SCIE,"MECHANICS 力学::4区 [154/171] | PHYSICS, APPLIED 物理：应用::4区 [160/178]",,中科院2025,,,
JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME,,,,工程技术,3区,否,SCIE,MECHANICS 力学::4区 [84/171],,中科院2025,,,
Journal of Applied Nonlinear Dynamics,,,,工程技术,4区,否,ESCI,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::4区 [112/179] | MATHEMATICS, INTERDISCIPLINARY APPLICATIONS 数学跨学科应用::4区 [129/136] | PHYSICS, MULTIDISCIPLINARY 物理：综合::4区 [87/111]",,中科院2025,,,
Journal of Applied Science and Engineering,,,,工程技术,4区,否,ESCI,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::4区 [110/179]",,中科院2025,,,
Journal of Architectural Engineering,,,,工程技术,4区,否,ESCI,CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术::4区 [50/91],,中科院2025,,,
Journal of Artificial Intelligence and Soft Computing Research,,,,计算机科学,2区,否,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::3区 [45/196]",,中科院2025|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)",2.4,Q3
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,JAIR,B,人工智能,计算机科学,3区,否,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::3区 [67/196]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)",4,Q2
Journal of Asian Architecture and Building Engineering,,,,工程技术,4区,否,AHCISCIE,ARCHITECTURE 建筑学::3区 [16/94] | CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术::4区 [39/91],,中科院2025,,,
Journal of Astronomical Telescopes Instruments and Systems,,,,工程技术,4区,否,SCIE,"ENGINEERING, AEROSPACE 工程：宇航::4区 [30/53] | INSTRUMENTS & INSTRUMENTATION 仪器仪表::4区 [55/76] | OPTICS 光学::4区 [87/119]",,中科院2025,,,
JOURNAL OF AUTOMATED REASONING,,B,人工智能,计算机科学,3区,否,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::3区 [56/196]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE)",0.8,Q4
Journal of Big Data,,,,计算机科学,2区,否,SCIE,"COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法::2区 [23/143]",,中科院2025|JCR2024,"COMPUTER SCIENCE, THEORY & METHODS(SCIE)",6.4,Q1
Journal of Biomedical Informatics,JBI,C,交叉/综合/新兴,,,,,,,CCF2026|JCR2024,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(SCIE);MEDICAL INFORMATICS(SCIE)",4.5,Q2
Journal of Bionic Engineering,,,,计算机科学,3区,否,SCIE,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::3区 [43/179] | MATERIALS SCIENCE, BIOMATERIALS 材料科学：生物材料::4区 [27/52] | ROBOTICS 机器人学::4区 [20/47]",,中科院2025|JCR2024,"ENGINEERING, MULTIDISCIPLINARY(SCIE);MATERIALS SCIENCE, BIOMATERIALS(SCIE);ROBOTICS(SCIE)",5.8,Q1
Journal of Bridge Engineering,,,,工程技术,3区,否,SCIE,"ENGINEERING, CIVIL 工程：土木::3区 [48/180]",,中科院2025,,,
Journal of Building Engineering,,,,工程技术,2区,是,SCIE,"CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术::2区 [10/91] | ENGINEERING, CIVIL 工程：土木::2区 [12/180]",Mega-Journal,中科院2025,,,
Journal of Building Performance Simulation,,,,工程技术,4区,否,SCIE,CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术::4区 [49/91],,中科院2025,,,
Journal of Building Physics,,,,工程技术,4区,否,SCIE,CONSTRUCTION & BUILDING TECHNOLOGY 结构与建筑技术::4区 [46/91],,中科院2025,,,
Journal of Cases on Information Technology,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [238/249]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI)",0.9,Q4
Journal of Cellular Automata,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法::4区 [123/143] | MATHEMATICS, INTERDISCIPLINARY APPLICATIONS 数学跨学科应用::4区 [125/136]",,中科院2025|JCR2024,"COMPUTER SCIENCE, THEORY & METHODS(SCIE);MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE)",0.3,Q4
JOURNAL OF CELLULAR PLASTICS,,,,工程技术,3区,否,SCIE,"POLYMER SCIENCE 高分子科学::2区 [26/94] | CHEMISTRY, APPLIED 应用化学::3区 [27/74]",,中科院2025,,,
JOURNAL OF CHEMICAL AND ENGINEERING DATA,,,,工程技术,3区,否,SCIE,"CHEMISTRY, MULTIDISCIPLINARY 化学：综合::3区 [99/230] | ENGINEERING, CHEMICAL 工程：化工::3区 [73/169] | THERMODYNAMICS 热力学::3区 [32/78]",,中科院2025,,,
JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,,,,工程技术,4区,否,SCIE,"ENGINEERING, CHEMICAL 工程：化工::4区 [148/169]",,中科院2025,,,
JOURNAL OF CHEMICAL THERMODYNAMICS,,,,工程技术,3区,否,SCIE,"CHEMISTRY, PHYSICAL 物理化学::3区 [41/104] | THERMODYNAMICS 热力学::3区 [25/78]",,中科院2025,,,
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,,,,工程技术,4区,否,SCIE,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件::4区 [54/58] | ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [290/352]",,中科院2025|JCR2024,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE)",1,Q4
Journal of Civil Engineering and Management,,,,工程技术,3区,否,SCIE,"ENGINEERING, CIVIL 工程：土木::3区 [41/180]",,中科院2025,,,
Journal of Civil Structural Health Monitoring,,,,工程技术,3区,否,SCIE,"ENGINEERING, CIVIL 工程：土木::2区 [37/180]",,中科院2025,,,
JOURNAL OF CLASSIFICATION,,,,计算机科学,3区,否,SSCI;SCIE,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS 数学跨学科应用::3区 [34/136] | PSYCHOLOGY, MATHEMATICAL 心理学：数学::3区 [7/13]",,中科院2025|JCR2024,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS(SCIE);PSYCHOLOGY, MATHEMATICAL(SSCI);STATISTICS & PROBABILITY(SCIE)",1.9,Q1
Journal of Cloud Computing-Advances Systems and Applications,,,,计算机科学,3区,否,SCIE,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [100/249]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE)",4.3,Q2
Journal of CO2 Utilization,,,,工程技术,2区,否,SCIE,"CHEMISTRY, MULTIDISCIPLINARY 化学：综合::2区 [50/230] | ENGINEERING, CHEMICAL 工程：化工::2区 [28/169]",,中科院2025,,,
Journal of Cognitive Engineering and Decision Making,,,,计算机科学,3区,否,ESCI,"ERGONOMICS 人体工程学::3区 [8/24] | ENGINEERING, INDUSTRIAL 工程：工业::4区 [29/70] | PSYCHOLOGY, APPLIED 心理学：应用::4区 [50/112]",,中科院2025,,,
JOURNAL OF COLD REGIONS ENGINEERING,,,,工程技术,4区,否,SCIE,"ENGINEERING, CIVIL 工程：土木::4区 [133/180] | ENGINEERING, ENVIRONMENTAL 工程：环境::4区 [67/80] | GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合::4区 [209/258]",,中科院2025,,,
Journal of Combustion,,,,工程技术,4区,否,ESCI,"ENGINEERING, CHEMICAL 工程：化工::4区 [142/169]",,中科院2025,,,
JOURNAL OF COMMUNICATIONS AND NETWORKS,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [136/249] | TELECOMMUNICATIONS 电信学::4区 [61/119]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);TELECOMMUNICATIONS(SCIE)",3.2,Q2
Journal of Communications Software and Systems,,,,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统::4区 [215/249] | TELECOMMUNICATIONS 电信学::4区 [106/119]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI);TELECOMMUNICATIONS(ESCI)",0.7,Q4
JOURNAL OF COMMUNICATIONS TECHNOLOGY AND ELECTRONICS,,,,计算机科学,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [323/352] | TELECOMMUNICATIONS 电信学::4区 [109/119]",,中科院2025|JCR2024,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);TELECOMMUNICATIONS(SCIE)",0.4,Q4
Journal of Complexity,JCOMPLEXI TY,C,计算机科学理论,,,,,,,CCF2026,,,
JOURNAL OF COMPOSITES FOR CONSTRUCTION,,,,工程技术,3区,否,SCIE,"ENGINEERING, CIVIL 工程：土木::3区 [52/180] | MATERIALS SCIENCE, COMPOSITES 材料科学：复合::3区 [13/35] | MECHANICS 力学::3区 [64/171]",,中科院2025,,,
Journal of Computational and Nonlinear Dynamics,,,,工程技术,4区,否,SCIE,"ENGINEERING, MECHANICAL 工程：机械::4区 [77/181] | MECHANICS 力学::4区 [97/171]",,中科院2025,,,
Journal of Computational and Theoretical Transport,,,,工程技术,4区,否,SCIE,"MATHEMATICS, APPLIED 应用数学::4区 [274/330] | PHYSICS, MATHEMATICAL 物理：数学物理::4区 [49/60]",,中科院2025,,,
Journal of Computational Applied Mechanics,,,,工程技术,4区,否,ESCI,MECHANICS 力学::4区 [152/171],,中科院2025,,,
Journal of Computational Design and Engineering,,,,工程技术,2区,否,SCIE,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS 计算机：跨学科应用::3区 [48/172] | ENGINEERING, MULTIDISCIPLINARY 工程：综合::3区 [29/179]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(SCIE);ENGINEERING, MULTIDISCIPLINARY(SCIE)",6.1,Q1
Journal of Computational Electronics,,,,工程技术,4区,否,SCIE,"ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气::4区 [203/352] | PHYSICS, APPLIED 物理：应用::4区 [101/178]",,中科院2025,,,
Journal of Computational Methods in Sciences and Engineering,,,,工程技术,4区,否,ESCI,"ENGINEERING, MULTIDISCIPLINARY 工程：综合::4区 [133/179]",,中科院2025,,,
Journal of Computational Science,,,,计算机科学,3区,否,SCIE,"COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法::3区 [47/143] | COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS 计算机：跨学科应用::4区 [76/172]",,中科院2025|JCR2024,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE)",3.7,Q1
JOURNAL OF COMPUTER AND SYSTEM SCIENCES,JCSS,B,计算机科学理论,计算机科学,3区,否,SCIE,"COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法::2区 [33/143] | COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件::3区 [24/58]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE)",0.9,Q3
JOURNAL OF COMPUTER AND SYSTEMS SCIENCES INTERNATIONAL,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::4区 [174/196] | COMPUTER SCIENCE, CYBERNETICS 计算机：控制论::4区 [27/32] | COMPUTER SCIENCE, THEORY & METHODS 计算机：理论方法::4区 [126/143]",,中科院2025|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);COMPUTER SCIENCE, CYBERNETICS(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE)",0.5,Q4
Journal of Computer Information Systems,JCIS,C,数据库/数据挖掘/内容检索,,,,,,,CCF2026|JCR2024,"COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE)",4.2,Q2
Journal of Computer Languages,,,,计算机科学,4区,否,SCIE,"COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程::4区 [78/131]",,中科院2025|JCR2024,"COMPUTER SCIENCE, SOFTWARE ENGINEERING(SCIE)",1.8,Q3
Journal of Computer Networks and Communications,,,,计算机科学,4区,否,ESCI,TELECOMMUNICATIONS 电信学::4区 [87/119],,中科院2025|JCR2024,TELECOMMUNICATIONS(ESCI),1.8,Q3
Journal of Computer Science & Technology,JCST,B,交叉/综合/新兴,计算机科学,4区,否,ESCI,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE 计算机：人工智能::4区 [179/196]",,中科院2025|CCF2026|JCR2024,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(ESCI)",0.7,Q4
